iteration,score,learning_rate,max_depth,min_child_weight,colsample_bynode,subsample,reg_lambda,reg_alpha,objective,tree_method,eval_metric
364.0,0.4176834316191848,0.01,5,0.0,0.8,1.0,0,1,binary:logistic,hist,logloss
364.0,0.4176834316191848,0.01,5,0.0001,0.8,1.0,0,1,binary:logistic,hist,logloss
335.0,0.4177843266939565,0.01,6,0.0001,1.0,0.8,0,1,binary:logistic,hist,logloss
335.0,0.4177843266939565,0.01,6,0.0,1.0,0.8,0,1,binary:logistic,hist,logloss
335.0,0.417860496013143,0.01,6,0.0001,1.0,0.8,1,0,binary:logistic,hist,logloss
335.0,0.417860496013143,0.01,6,0.0,1.0,0.8,1,0,binary:logistic,hist,logloss
335.0,0.41805917417734434,0.01,5,0.0,1.0,1.0,1,1,binary:logistic,hist,logloss
335.0,0.41805917417734434,0.01,5,0.0001,1.0,1.0,1,1,binary:logistic,hist,logloss
328.0,0.418096328234848,0.01,5,0.0,0.8,1.0,0,0,binary:logistic,hist,logloss
328.0,0.418096328234848,0.01,5,0.0001,0.8,1.0,0,0,binary:logistic,hist,logloss
369.0,0.4183126384302245,0.01,6,0.0001,0.8,1.0,2,2,binary:logistic,hist,logloss
369.0,0.4183126384302245,0.01,6,0.0,0.8,1.0,2,2,binary:logistic,hist,logloss
354.0,0.4184496098175357,0.01,5,0.0,1.0,1.0,2,0,binary:logistic,hist,logloss
354.0,0.4184496098175357,0.01,5,0.0001,1.0,1.0,2,0,binary:logistic,hist,logloss
345.0,0.41856792722605746,0.01,6,0.0001,0.8,1.0,1,2,binary:logistic,hist,logloss
345.0,0.41856792722605746,0.01,6,0.0,0.8,1.0,1,2,binary:logistic,hist,logloss
345.0,0.41857377656766737,0.01,6,0.0,1.0,1.0,2,2,binary:logistic,hist,logloss
345.0,0.41857377656766737,0.01,6,0.0001,1.0,1.0,2,2,binary:logistic,hist,logloss
335.0,0.4185833808860733,0.01,5,0.0,1.0,1.0,0,1,binary:logistic,hist,logloss
335.0,0.4185833808860733,0.01,5,0.0001,1.0,1.0,0,1,binary:logistic,hist,logloss
285.0,0.4188174966793742,0.01,6,0.0001,0.8,0.8,0,0,binary:logistic,hist,logloss
285.0,0.4188174966793742,0.01,6,0.0,0.8,0.8,0,0,binary:logistic,hist,logloss
337.0,0.41883145012464473,0.01,5,0.0,1.0,1.0,1,0,binary:logistic,hist,logloss
337.0,0.41883145012464473,0.01,5,0.0001,1.0,1.0,1,0,binary:logistic,hist,logloss
351.0,0.4188392821390005,0.01,6,0.0,0.8,1.0,2,1,binary:logistic,hist,logloss
